english_page_header,english_full_lyrics,chinese_trad_title--header,chinese_trad_lyrics--whole
Hymn 483 - Breathe on Me,"Holy Spirit, breathe on me,
Until my heart is clean;
Let sunshine fill its inmost part,
With not a cloud between.

Holy Spirit, breathe on me,
My stubborn will subdue;
Teach me in words of living flame
What Christ would have me do.

Holy Spirit, breathe on me,
Fill me with pow'r divine;
Kindle a flame of love and zeal
Within this heart of mine.

Holy Spirit, breathe on me,
Till I am all Thine own,
Until my will is lost in Thine,
To live for Thee alone.

REFRAIN
Breathe on me, breathe on me,
Holy Spirit, breathe on me;
Take Thou my heart, cleanse ev'ry part,
Holy Spirit, breathe on me.",第 483 首 - 懇求聖靈充滿我,"懇求聖靈充滿我，直到心潔如玉，
讓光輝照遍我心底，除去烏雲遮蔽。

懇求聖靈充滿我，使頑固變謙虛，
教我活潑生命道理，使我遵主旨意。

懇求聖靈充滿我，神聖權能滿溢，
點燃起火熱愛主心，深深烙印心裡。

懇求聖靈充滿我，直到我全屬祢，
更顯專為恩主而活，主旨做我心意。

副歌
充滿我，充滿我，懇求聖靈充滿我，
洗滌我心，潔淨我靈，懇求聖靈充滿我。"
Hymn 484 - Have Faith in God,"Have faith in God when your pathway is lonely,
He sees and knows all the way you have trod;
Never alone are the least of His children;
Have faith in God, have faith in God.

Have faith in God when your prayers are unanswered,
Your earnest plea He will never forget;
Wait on the Lord, trust His Word and be patient,
Have faith in God, He’ll answer yet.

Have faith in God in your pain and your sorrow,
His heart is touched with your grief and despair;
Cast all your cares and your burdens upon Him,
And leave them there, oh, leave them there.

Have faith in God though all else fail about you;
Have faith in God, He provides for His own;
He cannot fail though all kingdoms shall perish,
He rules, He reigns upon His throne.

REFRAIN
Have faith in God, He’s on His throne;
Have faith in God, He watches o’er His own;
He cannot fail, He must prevail;
Have faith in God, have faith in God.",第 484 首 - 當信服神,"當信服神，即使你路途孤寂，祂眷顧你，留意你的腳步。
你雖弱小，祂未曾忽略不顧。當信服神，當信服神。

當信服神，即使你未得回應，祂未忘記你的恆切呼聲。
堅心等候，深信祂寶貴應允，當信服神，當信服神。

當信服神，即使你憂傷、痛苦，祂能體恤你失望的淚痕。
完全交託，只仰望救主憐憫，祂必施恩，祂必施恩。

當信服神，即使人對你失信，當信服神，祂必開啟恩門。
世事滄桑，主慈愛永不變更，當信服神，當信服神。

副歌
當信服神，祂得尊榮；當信服神，祂正看顧、施恩；
凡神兒女，靠祂得勝，當信服神，當信服神。"
Hymn 485 - I Know Who Holds Tomorrow,"I don’t know about tomorrow,
I just live from day to day.
I don’t borrow from its sunshine,
For its skies may turn to gray.
I don’t worry o’er the future,
For I know what Jesus said,
And today I’ll walk beside Him,
For He knows what is ahead.

Ev’ry step is getting brighter,
As the golden stairs I climb;
Ev’ry burden’s getting lighter;
Ev’ry cloud is silver lined.
There the sun is always shining,
There no tear will dim the eye,
At the ending of the rainbow,
Where the mountains touch the sky.

I don’t know about tomorrow,
It may bring me poverty;
But the one who feeds the sparrow,
Is the one who stands by me,
And the path that be my portion,
May be through the flame or flood,
But His presence goes before me,
And I’m covered with His blood.

REFRAIN
Many things about tomorrow,
I don’t seem to understand;
But I know who holds tomorrow,
And I know who holds my hand.",第 485 首 - 我知誰掌管明天,"我不知明天的道路，每一天只為主活；
我不借明天的太陽，因明天或許陰暗。
我不要為將來憂慮，因為信主的應許；
我今天要與主同行，因祂知前面如何。

每一步越走越光明，像攀登黃金階梯；
每重擔越挑越輕省，每朵雲披上銀衣。
在那裡陽光常普照，在那裡沒有哭泣；
在美麗彩虹的盡頭，眾山嶺與天連起。

我不知明天的道路，因明天或遇困苦；
小麻雀既蒙主養活，我深信祂必眷顧。
在奔跑人生的旅途，雖經過死蔭幽谷；
但救主必與我同住，祂寶血將我救贖。

副歌
有許多未來的事情；我現在不能識透；
但我知誰掌管明天，我也知誰牽我手。"
Hymn 486 - I Need Jesus,"I need Jesus, my need I now confess;
No friend like Him in times of deep distress;
I need Jesus, the need I gladly own;
Tho’ some may bear their load alone,
Yet I need Jesus,

I need Jesus, I need a friend like Him,
A friend to guide when paths of life are dim;
I need Jesus, when foes my soul assail;
Alone I know I can but fail,
So I need Jesus,

I need Jesus, I need Him to the end;
No one like Him, He is the sinner’s Friend;
I need Jesus, no other friend will do;
So constant, kind, so strong and true,
Yes, I need Jesus,

REFRAIN
I need Jesus, I need Jesus, I need Jesus ev’ry day;
Need Him in the sunshine hour,
Need Him when the storm clouds low’r;
Ev’ry day along my way, Yes, I need Jesus.",第 486 首 - 我需要耶穌,"我要耶穌，我真需要耶穌，在憂愁時，無朋友像我主。
我要耶穌，我喜歡親近主，雖有人獨自背重負，但我要耶穌。

我要耶穌，引領我走天路，在幽暗中，祂必引導保護。
我要耶穌，我遇敵受困苦，我若靠自己必失敗，故我要耶穌。

我要耶穌，我一生需要主，無人像主，祂將罪人救贖。
我要耶穌，急難時需要主，因主是慈愛和信實，故我要耶穌。

副歌
我要耶穌，我要耶穌，每日我需要耶穌。
光明時日需要祂，黑雲滿佈需要祂，每日在我生命中，我需要耶穌。"
Hymn 487 - In Times Like These,"In times like these you need a Saviour,
In times like these you need an anchor;
Be very sure, be very sure
Your anchor holds and grips the Solid Rock!

In times like these you need the Bible,
In times like these, Oh, be not idle;
Be very sure, be very sure
Your anchor holds and grips the Solid Rock!

In times like these I have a Saviour,
In times like these I have an anchor;
I’m very sure, I’m very sure
My anchor holds and grips the Solid Rock!

REFRAIN
This Rock is Jesus,
Yes, He’s the One; This Rock is Jesus, The only One!
Be very sure, be very sure
Your anchor holds and grips the Solid Rock!",第 487 首 - 在這時候,"在這時候，你需要救主，當你茫然，有主來引導；
極其牢靠，永不動搖，因你站在穩固的盤石上。

在這時候，你需要真理，應當奮起，固守主真道；
極其牢靠，永不動搖，因你站在穩固的盤石上。

在這時候，主與你同在，狂風暴雨，主是堅固錨；
極其牢靠，永不動搖，因你站在穩固的盤石上。

副歌
耶穌是盤石，祂拯救你；是惟一盤石，永不動搖；
極其牢靠，永不動搖，因你站在穩固的盤石上。"
Hymn 488 - The Nail-Scarred Hand,"Have you failed in your plan of your storm-tossed life?
Place your hand in the nail-scarred hand;
Are you weary and worn from its toil and strife?
Place your hand in the nail-scarred hand.

Are you walking alone through the shadows dim?
Place your hand in the nail-scarred hand;
Christ will comfort your heart, put your trust in Him,
Place your hand in the nail-scarred hand.

Would you follow the will of the risen Lord?
Place your hand in the nail-scarred hand;
Would you live in the light of His blessed Word?
Place your hand in the nail-scarred hand.

Is your soul burdened down with its load of sin?
Place your hand in the nail-scarred hand;
Throw your heart open wide, let the Saviour in,
Place your hand in the nail-scarred hand.

REFRAIN
Place your hand in the nail-scarred hand,
Place your hand in the nail-scarred hand;
He will keep to the end, He’s your dearest friend,
Place your hand in the nail-scarred hand.",第 488 首 - 主釘痕手,"你是否生命中曾遭遇失敗？用你手牽主釘痕手；
你是否掙扎中疲乏受苦害？用你手牽主釘痕手。

你是否獨自在黑暗中行走？用你手牽主釘痕手；
信靠主祂必定安慰與保佑，用你手牽主釘痕手。

你是否願意來順從主旨意？用你手牽主釘痕手；
你可願生活在祂的應許裡？用你手牽主釘痕手。

你是否心靈中曾被罪苦害？用你手牽主釘痕手；
你心門快敞開，讓救主進來，用你手牽主釘痕手。

副歌
用你手牽主釘痕手，用你手牽主釘痕手，
祂是你好朋友，至終都保守，用你手牽主釘痕手。"
Hymn 489 - In My Heart There Rings a Melody,"I have a song that Jesus gave me,
It was sent from heav’n above;
There never was a sweeter melody, 
’Tis a melody of love.

I love the Christ who died on Calv’ry,
For He washed my sins away;
He put within my heart a melody,
And I know it’s there to stay.

’Twill be my endless theme in glory,
With the angels I will sing; 
’Twill be a song with glorious harmony,
When the courts of heaven ring.

REFRAIN
In my heart there rings a melody,
There rings a melody with heaven’s harmony;
In my heart there rings a melody;
There rings a melody of love.",第 489 首 - 我心常吟讚美詩,"主耶穌賜下一首詩歌，從天上賞賜給我；
從未有如此甜美天上曲，真是奇妙愛之歌。

我愛主，因祂擔我罪過，赦免我罪洗淨我；
真快樂，因祂住在我心裡，時時歡唱讚美歌。

在那日進入榮耀時刻，與眾天使同唱和；
這時有美妙樂音齊迴響，同在寶座前唱歌。

副歌
在我心裡常吟讚美詩歌，常吟奇妙詩歌，天使同唱和；
在我心裡常吟讚美詩歌，常吟奇妙愛之歌。"
Hymn 490 - Sooner or Later,"Sooner or later the skies will be bright,
Tears will be all wiped away;
Sooner or later, then cometh the light,
Night will be turned into day.

Sooner or later, our Lord knows the hour,
He’ll send His beloved Son;
Sooner or later, in His might and pow’r,
Our battles all will be won.

Sooner or later, yes, sooner for some,
Darkness will all then be past;
Sooner or later our Saviour will come,
With Him will your lot be cast?

REFRAIN
Sooner or later cares will have flown,
Sunshine and gladness we’ll see;
Sooner or later God calleth His own,
With Him forever to be.",第 490 首 - 主必再來,"主再來，諸天將大放光明，不再有眼淚憂愁。
主再來，榮光要普照宇宙，黑夜將變成白晝。

主再來，那時候祂已預定，我救主親自降臨。
主再來，祂權柄旨意成全，得勝利救恩完成。

主再來，我主就必快再來！污穢與罪惡不再。
主再來，我主就必快再來。你是否做好安排？

副歌
主必再來，我主必再來，將要見主的光彩。
主再來，眾聖徒都要改變，永遠與救主同在。"
"Hymn 491 - Thank You, Lord","Some thank the Lord for friends and home,
For mercies sure and sweet;
But I would praise Him for His grace,
In prayer I would repeat.

Some thank Him for the flow’rs that grow,
Some for the stars that shine;
My heart is filled with joy and praise,
Because I know He’s mine.

I trust in Him from day to day,
I prove His saving grace;
I’ll sing this song of praise to Him,
Until I see His face.

REFRAIN
Thank you, Lord, for saving my soul;
Thank you, Lord, for making me whole;
Thank you, Lord, for giving to me
Thy great salvation so rich and free.",第 491 首 - 感恩歌,"有人為家庭、為朋友，感謝主常眷顧；
我卻因救恩歌頌祂，讓我再讚美主！

有人為百花、青草地，為群星感謝主；
我卻為主永屬於我，心喜樂口歡呼！

我日日信靠慈愛主，傳主恩典救贖；
我歌唱讚美主聖名，直到再見我主。

副歌
感謝主，拯救我靈魂；感謝主，使我得完全；
感謝主，白白賜給我豐豐富富的奇妙恩典。"
Hymn 492 - Let Others See Jesus in You,"While passing thro’ this world of sin,
And others your life shall view,
Be clean and pure without, within,
Let others see Jesus in you.

Your life’s a book before their eyes,
They’re reading it thro’ and thro’;
Say, does it point them to the skies,
Do others see Jesus in you?

What joy ’twill be at set of sun,
In mansions beyond the blue,
To find some souls that you have won;
Let others see Jesus in you.

Then live for Christ both day and night,
Be faithful, be brave and true,
And lead the lost to life and light;
Let others see Jesus in you.

REFRAIN
Let others see Jesus in you,
Let others see Jesus in you;
Keep telling the story, be faithful and true,
Let others see Jesus in you.",第 492 首 - 從你認識耶穌,"經過世上罪惡道路，你生活常受矚目，
應當裡外聖潔無瑕，讓人從你認識耶穌。

生活像書展在人前，被眾人時時閱讀，
你是否能引人歸主，是否從你認識耶穌？

當蒙召歸回天父家，所領靈魂都歸主，
何等喜樂，何等安慰！因人從你認識耶穌。

不論日夜為主而活，真誠忠勇像恩主，
引領人得生命真光，讓人從你認識耶穌。

副歌
讓人從你認識耶穌，讓人從你認識耶穌，
忠心誠意傳揚主耶穌救贖，讓人從你認識耶穌。"
